id,creation_date_time,resolution_date_time,res_time,priority,urgency,assigned_organization,inc_type
4364,19/04/2021 10:11:00+05,19/04/2021 10:11:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4365,19/04/2021 10:12:00+05,19/04/2021 11:10:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4366,19/04/2021 10:11:00+05,19/04/2021 10:11:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4367,19/04/2021 10:48:00+05,21/04/2021 13:37:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4368,19/04/2021 10:13:00+05,19/04/2021 10:13:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4369,19/04/2021 10:18:00+05,19/04/2021 10:18:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4370,19/04/2021 10:17:00+05,20/04/2021 10:09:00+05,,Media,3-Medio,Mantenimiento Cargo,PROCESS FAILURE
4371,19/04/2021 10:19:00+05,20/04/2021 07:27:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,DATA ISSUE
4372,19/04/2021 10:33:00+05,19/04/2021 10:44:00+05,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
4373,19/04/2021 10:39:00+05,19/04/2021 10:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4374,19/04/2021 10:24:00+05,19/04/2021 10:24:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4375,19/04/2021 10:33:00+05,19/04/2021 10:33:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4376,19/04/2021 10:30:00+05,21/04/2021 13:38:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4377,19/04/2021 10:36:00+05,19/04/2021 10:36:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4378,19/04/2021 10:37:00+05,19/04/2021 10:47:00+05,,Baja,4-Baja,Mantenimiento Pasaje,SOFTWARE WARNING
4379,19/04/2021 10:58:00+05,21/04/2021 17:00:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
4380,19/04/2021 10:47:00+05,21/04/2021 16:59:00+05,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
4381,19/04/2021 10:41:00+05,19/04/2021 13:30:00+05,,Media,3-Medio,Mantenimiento Dir. Técnica,SOFTWARE FAILURE
4382,19/04/2021 11:56:00+05,19/04/2021 11:56:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4383,19/04/2021 11:30:00+05,19/04/2021 11:30:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4384,19/04/2021 10:54:00+05,19/04/2021 10:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4385,19/04/2021 10:47:00+05,19/04/2021 12:56:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
4386,19/04/2021 11:16:00+05,19/04/2021 11:16:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4387,19/04/2021 11:00:00+05,19/04/2021 11:00:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4388,19/04/2021 10:56:00+05,26/04/2021 17:20:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
4389,19/04/2021 11:09:00+05,19/04/2021 12:32:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
4390,19/04/2021 11:09:00+05,19/04/2021 11:09:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4391,19/04/2021 12:43:00+05,19/04/2021 12:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4392,19/04/2021 11:30:00+05,19/04/2021 11:30:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4393,19/04/2021 11:13:00+05,19/04/2021 11:40:00+05,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
4394,19/04/2021 11:27:00+05,19/04/2021 11:33:00+05,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4395,19/04/2021 11:17:00+05,20/04/2021 13:15:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4396,19/04/2021 11:19:00+05,19/04/2021 11:19:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4397,19/04/2021 11:30:00+05,19/04/2021 11:30:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4398,19/04/2021 11:27:00+05,19/04/2021 13:27:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4399,19/04/2021 12:59:00+05,19/04/2021 12:59:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4400,19/04/2021 11:49:00+05,,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
4401,19/04/2021 11:32:00+05,28/04/2021 15:17:00+05,,Media,3-Medio,Unidad Control del Servicio,DEFAULT
4402,19/04/2021 11:51:00+05,23/04/2021 12:09:00+05,,Baja,4-Baja,Unidad Seguridad Informática,SECURITY ISSUE.CYBERATTACKS
4403,19/04/2021 11:41:00+05,,,Media,3-Medio,Mantenimiento BI,SOFTWARE FAILURE
4404,19/04/2021 11:40:00+05,19/04/2021 11:40:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4405,19/04/2021 11:40:00+05,19/04/2021 12:55:00+05,,Baja,4-Baja,Mantenimiento Pasaje,DATA ISSUE
4406,19/04/2021 11:49:00+05,19/04/2021 11:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4407,19/04/2021 11:49:00+05,19/04/2021 14:12:00+05,,Baja,4-Baja,Mantenimiento Pasaje,SOFTWARE FAILURE
4408,19/04/2021 12:04:00+05,21/04/2021 21:20:00+05,,Media,3-Medio,Unidad Seguridad Informática,SOFTWARE FAILURE
4409,19/04/2021 11:53:00+05,19/04/2021 14:26:00+05,,Baja,4-Baja,Mantenimiento Pasaje,SOFTWARE FAILURE
4410,19/04/2021 11:54:00+05,19/04/2021 11:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4411,19/04/2021 11:57:00+05,19/04/2021 14:31:00+05,,Baja,4-Baja,Mantenimiento Pasaje,SOFTWARE FAILURE
4412,19/04/2021 12:03:00+05,19/04/2021 12:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4413,19/04/2021 12:00:00+05,23/04/2021 09:45:00+05,,Media,3-Medio,Mantenimiento Comercial y CRM,SOFTWARE FAILURE
4414,19/04/2021 12:00:00+05,19/04/2021 12:00:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4415,19/04/2021 12:15:00+05,,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
4416,19/04/2021 12:07:00+05,19/04/2021 12:07:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4417,19/04/2021 12:24:00+05,19/04/2021 12:24:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4418,19/04/2021 12:06:00+05,19/04/2021 12:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4419,19/04/2021 12:11:00+05,19/04/2021 12:20:00+05,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4420,19/04/2021 12:17:00+05,19/04/2021 12:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4421,19/04/2021 12:22:00+05,19/04/2021 12:52:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
4422,19/04/2021 12:36:00+05,19/04/2021 14:35:00+05,#VALUE!,Crítica,1-Crítica,Unidad Control del Servicio,COMMUNICATIONS FAILURE
4423,19/04/2021 12:37:00+05,19/04/2021 12:36:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4424,19/04/2021 12:37:00+05,19/04/2021 13:10:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
4425,19/04/2021 12:40:00+05,19/04/2021 16:08:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
4426,19/04/2021 12:29:00+05,19/04/2021 14:08:00+05,,Media,2-Alta,Mantenimiento Dir. Técnica,SOFTWARE FAILURE
4427,19/04/2021 12:44:00+05,19/04/2021 12:44:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4428,19/04/2021 12:41:00+05,,,Baja,4-Baja,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
4429,19/04/2021 12:43:00+05,19/04/2021 12:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4430,19/04/2021 12:46:00+05,22/04/2021 09:43:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,ACCESS FAILURE
4431,19/04/2021 12:52:00+05,19/04/2021 12:52:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4432,19/04/2021 12:59:00+05,19/04/2021 12:59:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4433,19/04/2021 13:20:00+05,,,Media,3-Medio,Mantenimiento BI,SOFTWARE FAILURE
4434,19/04/2021 13:05:00+05,28/04/2021 12:03:00+05,,Baja,4-Baja,Mantenimiento Financiero,SOFTWARE FAILURE
4435,19/04/2021 13:03:00+05,19/04/2021 15:48:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
4436,19/04/2021 13:23:00+05,,,Media,3-Medio,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4437,19/04/2021 13:10:00+05,,,Baja,4-Baja,Mantenimiento Dir. Técnica,SOFTWARE FAILURE
4438,19/04/2021 13:09:00+05,19/04/2021 13:09:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4439,19/04/2021 13:47:00+05,19/04/2021 13:58:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4440,19/04/2021 13:25:00+05,19/04/2021 14:26:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
4441,19/04/2021 13:19:00+05,23/04/2021 13:00:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4442,19/04/2021 13:44:00+05,20/04/2021 09:10:00+05,,Media,3-Medio,Mantenimiento BI,PERFORMANCE ISSUE
4443,19/04/2021 13:45:00+05,,,Media,3-Medio,Mantenimiento Cargo,SOFTWARE FAILURE
4444,19/04/2021 14:14:00+05,19/04/2021 14:14:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4445,19/04/2021 13:53:00+05,26/04/2021 14:01:00+05,,Media,3-Medio,Mantenimiento COBOL,SOFTWARE FAILURE
4446,19/04/2021 13:52:00+05,20/04/2021 01:59:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
4447,19/04/2021 13:58:00+05,22/04/2021 16:10:00+05,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
4448,19/04/2021 14:01:00+05,19/04/2021 14:01:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4449,19/04/2021 14:00:00+05,19/04/2021 14:00:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4450,19/04/2021 14:07:00+05,29/04/2021 11:21:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
4451,19/04/2021 14:12:00+05,20/04/2021 02:01:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
4452,19/04/2021 14:18:00+05,19/04/2021 14:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4453,19/04/2021 14:39:00+05,19/04/2021 14:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4454,19/04/2021 16:06:00+05,19/04/2021 16:30:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
4455,19/04/2021 14:31:00+05,19/04/2021 14:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4456,19/04/2021 14:45:00+05,20/04/2021 09:34:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
4457,19/04/2021 14:37:00+05,19/04/2021 14:39:00+05,,Baja,4-Baja,Mantenimiento Aeropuertos,DATA ISSUE
4458,19/04/2021 14:39:00+05,21/04/2021 14:29:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
4459,19/04/2021 14:47:00+05,19/04/2021 14:58:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4460,19/04/2021 15:02:00+05,19/04/2021 15:02:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4461,19/04/2021 15:03:00+05,19/04/2021 15:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4462,19/04/2021 15:23:00+05,19/04/2021 15:23:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4463,19/04/2021 15:24:00+05,19/04/2021 15:24:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4464,19/04/2021 15:44:00+05,19/04/2021 15:44:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4465,19/04/2021 15:34:00+05,19/04/2021 15:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4466,19/04/2021 15:36:00+05,19/04/2021 15:36:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4467,19/04/2021 15:54:00+05,19/04/2021 15:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4468,19/04/2021 15:48:00+05,19/04/2021 15:48:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4469,19/04/2021 15:49:00+05,19/04/2021 15:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4470,19/04/2021 15:50:00+05,19/04/2021 15:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4471,19/04/2021 15:54:00+05,19/04/2021 15:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4472,19/04/2021 16:06:00+05,19/04/2021 16:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4473,19/04/2021 16:04:00+05,19/04/2021 16:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4474,19/04/2021 16:02:00+05,,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4475,19/04/2021 16:14:00+05,19/04/2021 16:14:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4476,19/04/2021 16:26:00+05,19/04/2021 16:26:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4477,19/04/2021 16:22:00+05,19/04/2021 16:22:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4478,19/04/2021 16:26:00+05,25/04/2021 13:49:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4479,19/04/2021 17:17:00+05,19/04/2021 17:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4480,19/04/2021 16:53:00+05,19/04/2021 16:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4481,19/04/2021 16:50:00+05,21/04/2021 10:45:00+05,,Baja,4-Baja,Mantenimiento Financiero,SOFTWARE FAILURE
4482,19/04/2021 16:59:00+05,28/04/2021 11:57:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
4483,19/04/2021 17:20:00+05,19/04/2021 17:20:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4484,19/04/2021 18:10:00+05,19/04/2021 18:32:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4485,19/04/2021 18:40:00+05,20/04/2021 11:21:00+05,,Media,3-Medio,Mantenimiento Cargo,SOFTWARE FAILURE
4486,19/04/2021 17:51:00+05,19/04/2021 17:51:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4487,19/04/2021 13:05:00+05,,,Baja,4-Baja,Mantenimiento Cargo,SOFTWARE FAILURE
4488,19/04/2021 12:49:00+05,19/04/2021 12:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4489,19/04/2021 12:44:00+05,19/04/2021 13:00:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
4490,19/04/2021 12:48:00+05,21/04/2021 14:01:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
4491,19/04/2021 12:58:00+05,19/04/2021 12:58:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4492,19/04/2021 12:50:00+05,26/04/2021 15:00:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4493,19/04/2021 12:55:00+05,19/04/2021 12:55:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4494,19/04/2021 13:10:00+05,27/04/2021 14:30:00+05,,Media,3-Medio,Mantenimiento Comercial y CRM,SOFTWARE FAILURE
4495,19/04/2021 13:32:00+05,20/04/2021 13:19:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,ACCESS FAILURE
4496,19/04/2021 13:04:00+05,19/04/2021 16:09:00+05,,Alta,2-Alta,Unidad de Instalaciones y Telecomunicaciones,ACCESS FAILURE
4497,19/04/2021 13:10:00+05,19/04/2021 13:10:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4498,19/04/2021 13:19:00+05,20/04/2021 15:44:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4499,19/04/2021 13:24:00+05,28/04/2021 12:37:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4500,19/04/2021 13:27:00+05,19/04/2021 13:27:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4501,19/04/2021 13:34:00+05,19/04/2021 13:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4502,19/04/2021 13:50:00+05,19/04/2021 13:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4503,19/04/2021 13:30:00+05,19/04/2021 13:30:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4504,19/04/2021 13:31:00+05,19/04/2021 14:13:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
4505,19/04/2021 15:11:00+05,26/04/2021 09:04:00+05,,Media,3-Medio,Mantenimiento Aeropuertos,SOFTWARE FAILURE
4506,19/04/2021 13:47:00+05,19/04/2021 13:47:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4507,19/04/2021 14:11:00+05,19/04/2021 14:11:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4508,19/04/2021 13:47:00+05,20/04/2021 08:59:00+05,,Media,3-Medio,Mantenimiento Pasaje,PERFORMANCE ISSUE
4509,19/04/2021 13:53:00+05,,,Baja,4-Baja,Mantenimiento Cargo,SOFTWARE FAILURE
4510,19/04/2021 13:49:00+05,19/04/2021 13:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4511,19/04/2021 15:32:00+05,19/04/2021 15:45:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4512,19/04/2021 14:34:00+05,19/04/2021 14:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4513,19/04/2021 14:00:00+05,19/04/2021 14:00:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4514,19/04/2021 13:58:00+05,19/04/2021 13:58:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4515,19/04/2021 14:02:00+05,20/04/2021 12:56:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
4516,19/04/2021 14:16:00+05,19/04/2021 14:16:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4517,19/04/2021 14:37:00+05,19/04/2021 14:37:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4518,19/04/2021 14:18:00+05,26/04/2021 11:52:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4519,19/04/2021 14:30:00+05,27/04/2021 10:56:00+05,,Media,3-Medio,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
4520,19/04/2021 14:35:00+05,19/04/2021 14:35:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4521,19/04/2021 14:32:00+05,19/04/2021 14:46:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4522,19/04/2021 15:33:00+05,19/04/2021 15:33:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
4523,19/04/2021 14:25:00+05,19/04/2021 14:25:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4524,19/04/2021 15:27:00+05,23/04/2021 14:35:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
4525,19/04/2021 14:42:00+05,20/04/2021 13:19:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
4526,19/04/2021 14:52:00+05,19/04/2021 14:52:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4527,19/04/2021 15:01:00+05,19/04/2021 16:34:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
4528,19/04/2021 14:55:00+05,19/04/2021 14:55:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4529,19/04/2021 17:07:00+05,19/04/2021 18:14:00+05,,Alta,2-Alta,Mantenimiento Cargo,SOFTWARE FAILURE
4530,19/04/2021 14:54:00+05,20/04/2021 14:41:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4531,19/04/2021 14:56:00+05,19/04/2021 14:56:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4532,19/04/2021 15:18:00+05,19/04/2021 15:33:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4533,19/04/2021 15:15:00+05,19/04/2021 15:16:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
4534,19/04/2021 15:46:00+05,19/04/2021 15:46:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4535,19/04/2021 15:49:00+05,19/04/2021 16:25:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
4536,19/04/2021 15:27:00+05,19/04/2021 15:27:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
4537,19/04/2021 15:35:00+05,19/04/2021 15:35:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4538,19/04/2021 17:19:00+05,19/04/2021 17:19:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4539,19/04/2021 15:38:00+05,20/04/2021 11:35:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,ACCESS FAILURE
4540,19/04/2021 15:53:00+05,19/04/2021 16:37:00+05,,Media,3-Medio,Mantenimiento Operaciones,SOFTWARE FAILURE
4541,19/04/2021 15:48:00+05,19/04/2021 15:48:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4542,19/04/2021 15:49:00+05,19/04/2021 15:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4543,19/04/2021 15:51:00+05,19/04/2021 15:51:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4544,19/04/2021 15:56:00+05,19/04/2021 15:56:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4545,19/04/2021 15:51:00+05,19/04/2021 15:51:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4546,19/04/2021 15:51:00+05,19/04/2021 15:51:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4547,19/04/2021 15:53:00+05,19/04/2021 15:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4548,19/04/2021 15:55:00+05,19/04/2021 15:55:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4549,19/04/2021 15:55:00+05,19/04/2021 15:55:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4550,19/04/2021 15:55:00+05,19/04/2021 15:55:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4551,19/04/2021 15:57:00+05,19/04/2021 15:57:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4552,19/04/2021 16:01:00+05,19/04/2021 16:01:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4553,19/04/2021 16:17:00+05,19/04/2021 16:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4554,19/04/2021 16:15:00+05,20/04/2021 17:42:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
4555,19/04/2021 16:07:00+05,19/04/2021 16:07:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4556,19/04/2021 16:10:00+05,22/04/2021 11:21:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
4557,19/04/2021 16:32:00+05,19/04/2021 16:32:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4558,19/04/2021 16:39:00+05,19/04/2021 16:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4559,19/04/2021 17:14:00+05,20/04/2021 18:31:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4560,19/04/2021 17:01:00+05,,,Media,3-Medio,MANTENIMIENTO IB.COM,PERFORMANCE ISSUE
4561,19/04/2021 17:31:00+05,22/04/2021 10:37:00+05,,Media,3-Medio,Mantenimiento Dir. Técnica,SOFTWARE FAILURE
4562,19/04/2021 17:12:00+05,20/04/2021 08:47:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
4563,19/04/2021 17:14:00+05,19/04/2021 17:25:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
4564,19/04/2021 17:55:00+05,19/04/2021 17:55:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
4565,19/04/2021 17:44:00+05,19/04/2021 17:44:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
